Dia,"Cantidad Cielo cubierto 12:00","Cantidad Cielo cubierto 18:00","Cantidad Cielo cubierto 00:00","Cantidad de cielo cubierto Media diaria ",Humedad Relativa del aire 12:00,"Humedad Relativa del aire 18:00","Humedad Relativa del aire 00:00","Humedad Relativa Del aire Media diaria ",T. Minima,"T.Minima Hora Local",T. Maxima,"T. maxima Hora Local","Temperatura Media diaria","Viento PredominanteDirección","Viento predominante Fuerza","Presion QFE 12","Presion QFE 18","Presion QFE 00","Presion QFE Media diaria ","Precipitación (12-18)","Precipitación (18-00)","Precipitación (00-06)","Precipitación (06-12)","Precipitación Diaria"
20-6-2012,8.0,4.0,2.0,4.7,96.0,88.0,83.0,90.8,11.6,20:00,14.8,12:23,12.4,0,11.3,1015.5,1015.7,1020.2,1017.1,6.0,0.2,0.4,0.0,6.6
21-6-2012,7.0,7.0,7.0,7.0,98.0,77.0,82.0,88.8,5.2,02:32,13.7,13:23,9.5,135,2.2,1026.0,1024.3,1023.7,1024.7,0.0,0.0,0.0,0.2,0.2
22-6-2012,8.0,8.0,8.0,8.0,94.0,89.0,98.0,93.8,10.9,07:46,14.2,14:17,12.1,0,7.5,1022.5,1022.0,1023.3,1022.6,0.4,0.8,0.2,0.0,1.4
23-6-2012,8.0,6.0,7.0,7.0,97.0,72.0,98.0,91.0,11.3,07:27,15.7,13:35,12.6,0,3.8,1022.3,1022.0,1022.3,1022.2,0.8,0.0,0.0,0.2,1.0
24-6-2012,8.0,1.0,0.0,3.0,100.0,76.0,96.0,93.0,7.9,01:57,14.4,14:59,11.0,360,0.0,1024.2,1024.5,1024.3,1024.3,0.0,0.0,0.0,0.0,0.0
25-6-2012,0.0,0.0,0.0,0.0,88.0,42.0,84.0,75.5,2.8,07:49,15.1,13:42,7.9,180,5.5,1020.1,1017.1,1015.0,1017.4,0.0,0.0,0.0,0.0,0.0
26-6-2012,0.0,4.0,8.0,4.0,86.0,82.0,89.0,85.8,2.6,07:47,14.1,13:08,8.1,180,4.0,1013.6,1014.0,1014.9,1014.2,0.0,0.0,0.0,0.0,0.0
27-6-2012,8.0,8.0,8.0,8.0,91.0,96.0,96.0,93.5,12.4,22:45,13.5,09:41,13.0,0,13.8,1015.2,1016.4,1017.1,1016.2,3.4,3.8,2.2,0.0,9.4
28-6-2012,7.0,8.0,8.0,7.7,98.0,91.0,94.0,95.2,10.4,04:58,13.7,11:05,11.9,0,7.4,1017.9,1016.0,1015.0,1016.3,0.0,4.4,3.8,2.4,10.6
29-6-2012,8.0,8.0,5.0,7.0,98.0,100.0,96.0,98.0,11.9,20:26,13.3,09:36,12.4,0,11.6,1015.9,1016.4,1015.5,1015.9,17.2,0.2,0.6,0.2,18.2
30-6-2012,8.0,7.0,,,98.0,91.0,79.0,91.5,10.6,00:36,14.8,13:35,12.1,0,8.8,1012.3,1011.5,1010.6,1011.5,0.0,2.2,0.4,2.2,4.8
1-7-2012,8.0,7.0,2.0,5.7,87.0,57.0,82.0,78.2,10.6,07:56,13.1,12:26,11.5,225,10.5,1015.6,1019.3,1023.9,1019.6,0.0,0.0,0.0,0.0,0.0
2-7-2012,0.0,0.0,0.0,0.0,97.0,50.0,74.0,79.5,0.6,08:17,10.5,14:58,5.2,180,5.8,1030.2,1028.5,1028.0,1028.9,0.0,0.0,0.0,0.0,0.0
3-7-2012,2.0,3.0,7.0,4.0,92.0,70.0,89.0,85.8,-0.8,03:48,11.7,15:55,4.6,225,4.1,1024.4,1020.3,1017.3,1020.7,0.0,0.0,12.4,2.0,14.4
4-7-2012,3.0,7.0,1.0,3.7,95.0,76.0,96.0,90.5,4.9,07:30,10.2,12:10,8.4,270,8.0,1017.7,1019.8,1023.2,1020.2,2.8,2.0,0.0,0.2,5.0
5-7-2012,1.0,2.0,4.0,2.3,99.0,67.0,85.0,87.5,2.2,07:21,10.4,14:19,5.1,180,3.2,1022.9,1022.1,1023.0,1022.7,0.0,0.0,0.0,0.0,0.0
6-7-2012,7.0,7.0,1.0,5.0,98.0,73.0,89.0,89.5,1.8,03:01,12.7,13:49,6.2,135,2.6,1024.2,1023.3,1024.9,1024.1,0.0,0.0,0.0,0.0,0.0
7-7-2012,7.0,4.0,6.0,5.7,97.0,75.0,92.0,90.2,5.1,02:50,13.6,14:18,8.5,135,3.3,1023.7,1021.2,1019.1,1021.3,0.0,0.0,0.8,1.2,2.0
8-7-2012,8.0,7.0,0.0,5.0,98.0,78.0,70.0,86.0,10.2,20:56,14.2,15:06,11.3,180,6.9,1017.1,1016.9,1016.5,1016.8,0.0,0.0,0.0,0.0,0.0
9-7-2012,6.0,5.0,0.0,3.7,93.0,60.0,62.0,77.0,1.5,02:59,13.1,15:28,6.7,180,5.6,1018.1,1019.0,1023.3,1020.1,0.0,0.0,0.0,0.0,0.0
10-7-2012,0.0,0.0,0.0,0.0,87.0,42.0,77.0,73.2,-0.8,07:14,11.8,14:10,5.7,180,6.3,1027.3,1025.0,1024.3,1025.5,0.0,0.0,0.0,0.0,0.0
11-7-2012,8.0,7.0,0.0,5.0,86.0,96.0,90.0,89.5,0.9,02:11,12.4,14:05,6.6,225,4.8,1021.4,1022.6,1025.0,1023.0,0.2,0.0,0.0,0.0,0.2
12-7-2012,0.0,0.0,0.0,0.0,98.0,69.0,92.0,89.2,1.6,05:46,12.8,15:58,7.1,225,6.3,1026.0,1023.4,1021.5,1023.6,0.0,0.0,0.0,0.0,0.0
13-7-2012,0.0,0.0,0.0,0.0,90.0,65.0,94.0,84.8,2.9,01:09,16.6,15:01,8.9,225,7.4,1018.2,1013.8,1013.7,1015.2,0.0,0.0,0.0,0.0,0.0
14-7-2012,5.0,8.0,8.0,7.0,97.0,87.0,85.0,91.5,3.2,06:40,12.9,19:34,8.2,135,4.4,1013.9,1017.0,1020.5,1017.1,0.0,0.0,0.0,0.2,0.2
15-7-2012,8.0,5.0,0.0,4.3,96.0,68.0,96.0,89.0,9.5,04:39,15.5,14:53,12.0,90,4.5,1024.5,1025.4,1027.0,1025.6,0.0,0.0,0.0,0.0,0.0
16-7-2012,0.0,0.0,0.0,0.0,98.0,76.0,94.0,91.5,3.5,06:43,16.0,15:44,8.4,225,6.3,1025.6,1023.0,1020.8,1023.1,0.0,0.0,0.0,0.0,0.0
17-7-2012,4.0,3.0,4.0,3.7,78.0,61.0,84.0,75.2,7.7,22:54,17.5,12:59,11.7,225,7.4,1016.7,1015.2,1018.0,1016.6,0.0,0.0,0.0,0.0,0.0
18-7-2012,2.0,1.0,0.0,1.0,97.0,42.0,92.0,82.0,8.1,05:05,18.8,13:56,12.7,180,5.5,1021.5,1017.6,1018.7,1019.3,0.0,0.0,0.0,0.0,0.0
19-7-2012,2.0,7.0,8.0,5.7,97.0,67.0,84.0,86.2,2.8,06:42,11.9,15:03,8.2,180,4.2,1016.9,1017.8,1017.5,1017.4,0.0,0.0,0.0,0.0,0.0
20-7-2012,7.0,8.0,7.0,7.3,97.0,98.0,98.0,97.5,5.0,05:38,13.1,17:21,9.3,0,12.2,1014.4,1013.3,1015.0,1014.2,4.6,3.8,2.4,0.0,10.8
21-7-2012,7.0,3.0,1.0,3.7,99.0,78.0,94.0,92.5,6.6,07:12,13.2,13:28,10.8,225,5.0,1018.2,1018.7,1019.7,1018.9,0.0,0.0,0.0,0.0,0.0
22-7-2012,2.0,7.0,5.0,4.7,99.0,64.0,92.0,88.5,3.3,07:27,13.5,14:45,7.5,180,2.7,1019.7,1018.8,1018.5,1019.0,0.0,0.0,0.0,0.0,0.0
23-7-2012,8.0,7.0,5.0,6.7,95.0,91.0,92.0,93.2,5.5,00:20,12.7,14:11,8.0,135,2.6,1018.9,1020.9,1025.5,1021.8,4.4,2.2,0.0,0.0,6.6
24-7-2012,0.0,0.0,0.0,0.0,84.0,54.0,88.0,77.5,2.5,07:49,12.5,14:39,7.6,180,6.5,1018.6,1026.5,1026.0,1023.7,0.0,0.0,0.0,0.0,0.0
25-7-2012,0.0,0.0,2.0,0.7,100.0,65.0,79.0,86.0,-1.6,07:20,12.9,16:17,5.1,180,4.8,1023.9,1021.1,1021.5,1022.2,0.0,0.0,0.0,0.0,0.0
26-7-2012,0.0,0.0,0.0,0.0,98.0,57.0,81.0,83.5,2.6,07:48,13.5,14:59,7.9,225,9.7,1024.1,1022.5,1023.2,1023.3,0.0,0.0,0.0,0.0,0.0
27-7-2012,0.0,0.0,0.0,0.0,99.0,64.0,90.0,88.0,-0.9,08:13,12.2,16:28,5.4,225,6.7,1022.8,1020.8,1020.2,1021.3,0.0,0.0,0.0,0.0,0.0
28-7-2012,3.0,5.0,2.0,3.3,99.0,74.0,69.0,85.2,-0.7,05:48,13.3,13:37,6.1,225,10.0,1021.1,1022.3,1025.9,1023.1,0.0,0.0,0.0,0.0,0.0
29-7-2012,0.0,0.0,0.0,0.0,72.0,44.0,56.0,61.0,3.3,02:38,13.2,15:40,7.8,180,7.8,1026.1,1021.7,1020.3,1022.7,0.0,0.0,0.0,0.0,0.0
30-7-2012,1.0,3.0,4.0,2.7,78.0,60.0,93.0,77.2,1.1,06:11,12.7,15:39,6.7,180,5.9,1016.3,1013.9,1015.3,1015.2,0.0,0.0,0.0,0.0,0.0
31-7-2012,8.0,7.0,,,82.0,76.0,72.0,78.0,0.8,23:37,12.6,14:23,9.0,0,13.5,1018.2,1016.9,1015.5,1016.9,0.0,0.0,0.0,11.8,11.8
1-8-2012,8.0,6.0,8.0,7.3,97.0,89.0,96.0,94.8,8.9,05:34,12.6,15:02,10.8,0,17.3,1011.7,1010.6,1010.9,1011.1,6.8,3.8,10.2,3.2,24.0
2-8-2012,7.0,7.0,8.0,7.3,90.0,85.0,94.0,89.8,8.9,21:22,13.2,14:11,10.6,45,11.6,1012.5,1012.9,1014.7,1013.4,4.6,5.6,0.8,0.4,11.4
3-8-2012,8.0,7.0,6.0,7.0,95.0,75.0,91.0,89.0,8.2,03:14,13.1,15:32,10.1,135,5.0,1017.6,1019.9,1022.6,1020.0,0.0,0.0,0.0,0.0,0.0
4-8-2012,1.0,2.0,1.0,1.3,99.0,81.0,97.0,94.0,3.2,07:37,13.4,13:37,8.9,0,7.3,1020.4,1020.6,1019.7,1020.2,0.0,0.0,0.0,0.0,0.0
5-8-2012,7.0,5.0,0.0,4.0,90.0,70.0,92.0,85.5,7.1,20:04,14.2,14:02,10.4,360,0.0,1018.5,1018.6,1019.2,1018.8,0.0,0.0,0.0,0.0,0.0
6-8-2012,3.0,3.0,5.0,3.7,97.0,73.0,90.0,89.2,4.9,23:37,13.2,14:20,8.0,135,4.6,1019.1,1021.2,1024.6,1021.6,0.0,0.0,0.0,0.0,0.0
7-8-2012,9.0,2.0,0.0,3.7,100.0,69.0,92.0,90.2,2.4,07:53,13.5,14:22,8.2,225,7.0,1025.2,1023.2,1024.0,1024.1,0.0,0.0,0.0,0.0,0.0
8-8-2012,8.0,1.0,5.0,4.7,98.0,85.0,94.0,93.8,2.8,04:38,11.8,15:36,7.3,225,6.6,1021.2,1019.3,1018.5,1019.7,0.0,0.0,0.0,0.0,0.0
9-8-2012,6.0,7.0,6.0,6.3,88.0,71.0,89.0,84.0,6.3,07:39,13.3,13:48,9.4,135,3.9,1018.8,1018.4,1019.1,1018.8,0.0,0.0,0.0,0.0,0.0
10-8-2012,8.0,6.0,7.0,7.0,98.0,72.0,75.0,85.8,2.0,08:11,11.7,15:32,7.7,225,6.1,1019.6,1017.8,1019.0,1018.8,0.0,0.0,0.0,0.0,0.0
11-8-2012,3.0,0.0,5.0,2.7,95.0,59.0,90.0,84.8,1.4,07:38,13.1,14:54,7.4,180,2.5,1021.5,1023.0,1025.1,1023.2,0.0,0.0,0.0,0.0,0.0
12-8-2012,7.0,7.0,3.0,5.7,94.0,78.0,95.0,90.2,6.9,21:02,14.2,15:16,10.3,0,8.4,1025.6,1026.3,1025.9,1025.9,0.2,0.0,0.0,0.0,0.2
13-8-2012,7.0,6.0,6.0,6.3,97.0,74.0,94.0,90.5,5.0,01:12,13.8,14:51,8.3,180,3.7,1019.9,1018.5,1018.3,1018.9,0.0,0.0,0.6,1.4,2.0
14-8-2012,8.0,8.0,8.0,8.0,91.0,96.0,94.0,93.0,9.5,20:01,11.9,15:30,10.5,0,13.2,1015.5,1015.3,1014.7,1015.2,3.2,2.2,0.2,4.4,10.0
15-8-2012,8.0,8.0,8.0,8.0,92.0,92.0,86.0,90.5,10.3,,12.2,18:12,11.3,45,17.0,1005.6,1005.1,1005.2,1005.3,18.8,3.6,6.4,7.8,36.6
16-8-2012,8.0,7.0,2.0,5.7,92.0,94.0,96.0,93.5,10.6,23:22,13.0,13:59,11.6,0,19.6,1009.5,1013.5,1016.6,1013.2,4.0,0.0,0.0,0.0,4.0
17-8-2012,5.0,6.0,7.0,6.0,94.0,84.0,96.0,92.0,9.2,07:50,13.9,12:36,11.6,0,7.7,1020.9,1022.3,1024.8,1022.7,0.0,0.0,0.0,0.0,0.0
18-8-2012,7.0,7.0,8.0,7.3,96.0,81.0,93.0,91.5,10.2,01:28,13.0,11:42,11.3,0,5.3,1024.9,1022.4,1022.1,1023.1,0.0,0.0,0.0,0.6,0.6
19-8-2012,8.0,8.0,7.0,7.7,98.0,96.0,99.0,97.8,9.5,02:03,12.6,12:11,10.7,0,9.5,1019.6,1020.1,1022.9,1020.9,3.8,11.4,0.0,0.0,15.2
20-8-2012,1.0,8.0,8.0,5.7,98.0,66.0,94.0,89.0,8.7,07:39,15.3,14:10,11.3,0,5.5,1023.6,1019.9,1017.2,1020.2,0.0,0.0,0.0,0.4,0.4
21-8-2012,8.0,8.0,8.0,8.0,96.0,99.0,96.0,96.8,8.8,01:08,11.6,10:06,10.6,0,9.4,1011.4,1011.8,1013.0,1012.1,9.6,2.8,0.0,3.2,15.6
22-8-2012,8.0,6.0,2.0,5.3,98.0,84.0,89.0,92.2,8.8,01:08,12.6,13:40,10.1,45,5.7,1013.2,1016.0,1021.2,1016.8,9.2,1.4,0.0,0.0,10.6
23-8-2012,1.0,3.0,0.0,1.3,99.0,65.0,78.0,85.2,1.7,05:46,12.2,13:00,7.0,135,3.4,1026.5,1027.8,1030.8,1028.4,,0.0,0.0,0.0,0.0
24-8-2012,0.0,0.0,1.0,0.3,98.0,59.0,86.0,85.2,-0.3,06:42,12.8,14:23,6.6,180,3.9,1032.8,1031.5,1031.0,1031.8,0.0,0.0,0.0,0.0,0.0
25-8-2012,4.0,0.0,0.0,1.3,91.0,48.0,79.0,77.2,3.4,05:02,14.9,14:43,8.8,225,9.4,1023.1,1020.4,1020.9,1021.5,0.0,0.0,0.0,0.0,0.0
26-8-2012,3.0,5.0,3.0,3.7,84.0,38.0,74.0,70.0,2.2,07:33,17.0,13:47,9.1,225,7.0,1023.0,1020.6,1020.9,1021.5,0.0,0.0,0.0,0.0,0.0
27-8-2012,2.0,2.0,6.0,3.3,95.0,66.0,89.0,86.2,2.9,06:34,17.1,13:20,9.1,225,6.1,1020.8,1019.9,1019.7,1020.1,0.0,0.0,0.0,0.0,0.0
28-8-2012,8.0,8.0,8.0,8.0,99.0,73.0,92.0,90.8,5.7,06:39,13.0,14:26,9.8,225,6.1,1017.8,1015.9,1017.2,1017.0,0.0,0.0,0.0,0.0,0.0
29-8-2012,6.0,7.0,7.0,6.7,97.0,72.0,88.0,88.5,4.7,04:25,15.2,15:23,9.5,225,9.1,1017.0,1016.5,1017.7,1017.1,0.0,0.0,0.0,0.0,0.0
30-8-2012,8.0,0.0,2.0,3.3,99.0,60.0,91.0,87.2,1.9,06:27,15.1,13:46,8.7,225,6.2,1020.0,1019.9,1021.7,1020.5,0.0,0.0,0.0,0.0,0.0
31-8-2012,6.0,5.0,,,97.0,79.0,96.0,92.2,3.9,01:20,16.2,14:24,9.4,225,9.4,1021.6,1020.8,1020.9,1021.1,0.0,0.0,0.0,0.0,0.0
1-9-2012,3.0,8.0,8.0,6.3,100.0,71.0,94.0,91.2,6.9,06:01,18.3,13:52,12.2,225,6.8,1020.4,1019.0,1018.5,1019.3,0.0,0.0,0.0,0.0,0.0
2-9-2012,7.0,2.0,8.0,5.7,97.0,67.0,96.0,89.2,6.5,06:05,18.3,15:26,11.9,225,6.4,1016.9,1014.0,1017.1,1016.0,0.0,0.0,0.0,0.0,0.0
3-9-2012,8.0,8.0,8.0,8.0,94.0,88.0,96.0,93.0,10.7,22:09,12.9,13:03,11.7,0,7.6,1017.6,1018.2,1020.0,1018.6,0.0,0.0,0.0,0.2,0.2
4-9-2012,7.0,6.0,3.0,5.3,98.0,71.0,89.0,89.0,9.4,07:17,16.4,16:16,12.4,225,8.8,1022.6,1022.7,1022.8,1022.7,0.0,0.0,0.0,0.0,0.0
5-9-2012,7.0,0.0,6.0,4.3,99.0,72.0,96.0,91.5,4.5,08:09,17.7,13:03,10.1,0,6.7,1016.7,1014.5,1015.6,1015.6,0.0,0.0,0.0,0.0,0.0
6-9-2012,8.0,5.0,8.0,7.0,89.0,69.0,85.0,83.0,11.2,23:25,15.6,14:48,12.3,0,9.0,1018.2,1018.6,1019.0,1018.6,0.0,0.0,0.0,0.0,0.0
7-9-2012,8.0,8.0,6.0,7.3,89.0,77.0,81.0,84.0,11.3,07:03,15.4,13:34,12.7,225,6.6,1017.2,1018.6,1021.0,1018.9,0.0,0.0,0.0,0.0,0.0
8-9-2012,7.0,4.0,2.0,4.3,70.0,63.0,76.0,69.8,8.0,01:51,17.4,17:06,11.9,225,9.2,1024.9,1022.7,1019.4,1022.3,0.0,0.0,0.0,0.0,0.0
9-9-2012,0.0,0.0,0.0,0.0,93.0,57.0,82.0,81.2,1.0,08:03,17.9,13:39,9.9,225,4.9,1017.5,1018.0,1018.7,1018.1,0.0,0.0,0.0,0.0,0.0
10-9-2012,6.0,7.0,2.0,5.0,99.0,77.0,91.0,91.5,3.6,07:22,14.7,17:58,9.1,225,5.4,1018.1,1018.0,1018.0,1018.0,0.0,0.0,0.0,0.0,0.0
11-9-2012,8.0,0.0,0.0,2.7,96.0,60.0,86.0,84.5,5.2,04:54,15.5,16:26,10.2,225,8.3,1019.8,1020.4,1021.2,1020.5,0.0,0.0,0.0,0.0,0.0
12-9-2012,0.0,0.0,0.0,0.0,99.0,56.0,87.0,85.2,4.0,06:18,18.6,14:25,11.2,225,9.4,1020.3,1016.9,1015.4,1017.5,0.0,0.0,0.0,0.0,0.0
13-9-2012,7.0,6.0,8.0,7.0,99.0,68.0,98.0,91.0,6.9,04:37,17.1,14:27,11.8,225,7.9,1014.7,1015.0,1016.0,1015.2,0.0,0.0,0.0,0.4,0.4
14-9-2012,8.0,8.0,8.0,8.0,98.0,76.0,81.0,88.2,10.0,03:04,15.3,14:01,12.0,0,8.5,1016.4,1017.1,1017.3,1016.9,0.0,0.0,0.6,0.0,0.6
15-9-2012,5.0,4.0,7.0,5.3,98.0,77.0,89.0,90.5,7.6,07:49,15.8,15:18,12.3,0,8.3,1019.8,1020.8,1020.8,1020.5,0.0,0.0,0.0,0.0,0.0
16-9-2012,8.0,2.0,7.0,5.7,100.0,65.0,81.0,86.5,8.2,08:39,16.3,14:21,11.7,315,7.7,1019.8,1020.3,1021.4,1020.5,0.0,0.0,1.0,0.0,1.0
17-9-2012,4.0,8.0,7.0,6.3,99.0,61.0,73.0,83.0,4.1,06:33,13.4,13:42,10.0,135,2.8,1021.5,1020.3,1020.7,1020.8,0.0,0.0,0.0,0.0,0.0
18-9-2012,0.0,2.0,3.0,1.7,97.0,57.0,70.0,80.2,2.6,06:35,14.1,14:39,9.2,225,7.9,1024.6,1027.3,1029.2,1027.0,0.0,0.0,0.0,0.0,0.0
19-9-2012,7.0,8.0,8.0,7.7,93.0,75.0,99.0,90.0,3.3,03:19,12.3,13:49,8.0,135,2.9,1025.0,1021.1,1016.3,1020.8,0.0,6.2,4.8,0.0,11.0
20-9-2012,2.0,2.0,0.0,1.3,98.0,64.0,80.0,85.0,3.6,20:02,13.9,13:37,9.5,225,7.0,1021.3,1023.2,1023.5,1022.7,0.0,0.0,0.0,0.0,0.0
21-9-2012,4.0,0.0,0.0,1.3,95.0,67.0,86.0,85.8,3.6,02:53,15.7,16:27,9.5,180,3.1,1024.0,1022.1,1021.0,1022.4,0.0,0.0,0.0,0.0,0.0
22-9-2012,0.0,5.0,8.0,4.3,96.0,61.0,85.0,84.5,3.8,07:13,17.7,15:53,11.3,225,8.4,1016.2,1013.4,1012.7,1014.1,0.0,0.0,0.0,0.0,0.0
23-9-2012,8.0,6.0,2.0,5.3,99.0,73.0,89.0,90.0,6.9,05:12,15.6,13:53,11.3,0,5.9,1017.1,1018.0,1019.5,1018.2,0.0,0.0,0.0,0.0,0.0
24-9-2012,7.0,0.0,0.0,2.3,99.0,60.0,83.0,85.2,5.0,05:21,17.8,17:47,10.8,225,5.1,1019.5,1018.4,1018.2,1018.7,0.0,0.0,0.0,0.0,0.0
25-9-2012,0.0,6.0,6.0,4.0,58.0,31.0,83.0,57.5,5.3,05:52,24.9,13:22,13.8,135,5.7,1016.8,1015.6,1014.4,1015.6,0.0,0.0,0.0,0.0,0.0
26-9-2012,7.0,0.0,6.0,4.3,98.0,73.0,89.0,89.5,8.5,04:59,17.2,15:41,12.5,45,3.0,1013.9,1013.1,1012.5,1013.2,0.0,0.0,0.0,0.0,0.0
27-9-2012,8.0,7.0,7.0,7.3,82.0,70.0,82.0,79.0,9.6,00:33,13.5,15:00,11.5,270,4.0,1015.2,1018.9,1021.9,1018.7,0.0,0.0,0.0,0.0,0.0
28-9-2012,1.0,2.0,0.0,1.0,98.0,62.0,78.0,84.0,4.7,07:05,17.1,14:11,10.8,225,6.4,1024.3,1023.8,1023.1,1023.7,0.0,0.0,0.0,0.0,0.0
29-9-2012,7.0,8.0,2.0,5.7,86.0,99.0,91.0,90.5,8.0,23:25,14.5,20:37,11.2,0,7.8,1019.5,1018.2,1019.3,1019.0,1.0,0.8,0.0,0.0,1.8
30-9-2012,5.0,3.0,,,99.0,58.0,82.0,84.5,4.4,02:25,15.4,14:08,10.1,225,7.2,1020.1,1019.9,1020.5,1020.2,0.0,0.0,0.0,0.0,0.0
1-4-2011,0.0,0.0,0.0,0.0,74.0,39.0,63.0,62.5,7.8,06:32,21.6,15:12,14.5,225,11.8,1019.5,1017.2,1017.2,1018.0,0.0,0.0,0.0,0.0,0.0
2-4-2011,0.0,0.0,0.0,0.0,94.0,42.0,65.0,73.8,4.1,07:25,21.6,15:00,12.9,225,9.4,1016.9,1014.8,1015.0,1015.6,0.0,0.0,0.0,0.0,0.0
3-4-2011,1.0,0.0,0.0,0.3,92.0,58.0,66.0,77.0,8.8,08:07,21.6,08:00,14.9,225,12.2,1017.3,1017.0,1016.8,1017.0,0.0,0.0,0.0,0.0,0.0
4-4-2011,2.0,2.0,0.0,1.3,83.0,44.0,77.0,71.8,6.4,07:59,21.9,14:37,13.8,225,9.2,1018.7,1017.8,1016.0,1017.5,0.0,0.0,0.0,0.0,0.0
5-4-2011,2.0,0.0,0.0,0.7,87.0,49.0,86.0,77.2,12.4,08:17,24.3,15:52,17.0,225,7.9,1012.9,1010.4,1011.3,1011.5,0.0,0.0,0.0,0.0,0.0
6-4-2011,8.0,7.0,8.0,7.7,98.0,81.0,83.0,90.0,9.6,01:56,15.7,14:37,12.9,0,4.9,1014.6,1016.7,1017.7,1016.3,0.0,0.0,0.0,0.0,0.0
7-4-2011,5.0,0.0,0.0,1.7,94.0,58.0,81.0,81.8,10.6,07:25,21.4,16:04,14.9,225,8.4,1019.4,1018.6,1017.7,1018.6,0.0,0.0,0.0,0.0,0.0
8-4-2011,0.0,0.0,0.0,0.0,88.0,44.0,85.0,76.2,8.1,03:44,23.5,14:06,15.0,180,3.7,1013.3,1011.4,1011.0,1011.9,0.0,0.0,0.0,0.0,0.0
9-4-2011,8.0,8.0,8.0,8.0,85.0,77.0,84.0,82.8,10.8,23:20,16.8,15:53,13.3,0,10.3,1013.1,1015.3,1016.3,1014.9,0.0,0.0,0.0,0.0,0.0
10-4-2011,7.0,8.0,8.0,7.7,93.0,71.0,83.0,85.0,11.0,06:15,17.9,14:33,14.7,0,5.6,1017.8,1019.4,1018.7,1018.6,0.0,0.0,0.0,0.0,0.0
11-4-2011,7.0,6.0,3.0,5.3,91.0,54.0,87.0,80.8,12.8,08:13,19.5,21:00,15.5,225,5.6,1016.5,1014.5,1013.5,1014.8,0.0,0.0,0.0,0.2,0.2
12-4-2011,8.0,8.0,8.0,8.0,88.0,94.0,94.0,91.0,10.2,23:15,13.9,13:15,12.6,0,12.6,1011.0,1009.1,1007.2,1009.1,5.0,9.2,19.4,0.4,34.0
13-4-2011,5.0,6.0,7.0,6.0,83.0,58.0,88.0,78.0,9.9,07:01,17.9,14:25,14.2,270,8.9,1010.7,1013.7,1017.1,1013.8,0.0,0.6,0.0,4.4,5.0
14-4-2011,7.0,4.0,0.0,3.7,91.0,70.0,83.0,83.8,10.9,07:50,18.0,13:27,13.3,0,7.2,1020.2,1020.2,1021.0,1020.5,0.0,0.0,0.0,0.0,0.0
15-4-2011,2.0,1.0,0.0,1.0,83.0,48.0,80.0,73.5,6.2,05:05,16.9,14:37,11.3,135,4.4,1022.7,1021.7,1021.3,1021.9,0.0,0.0,0.0,0.0,0.0
16-4-2011,0.0,0.0,0.0,0.0,89.0,50.0,89.0,79.2,3.3,04:31,16.6,16:01,9.9,225,7.5,1018.9,1019.8,1022.4,1020.4,0.0,0.0,0.0,0.0,0.0
17-4-2011,0.0,2.0,2.0,1.3,93.0,51.0,68.0,76.2,3.5,07:43,18.0,15:03,10.8,180,5.5,1024.3,1023.1,1021.5,1023.0,0.0,0.0,0.0,0.0,0.0
18-4-2011,0.0,0.0,0.0,0.0,95.0,44.0,80.0,78.5,4.0,06:38,20.1,14:20,12.1,180,3.8,1018.3,1015.9,1015.5,1016.6,0.0,0.0,0.0,0.0,0.0
19-4-2011,4.0,7.0,5.0,5.3,95.0,57.0,91.0,84.5,4.3,07:43,16.7,14:36,10.5,135,2.4,1016.0,1017.4,1018.5,1017.3,0.0,0.0,0.0,0.0,0.0
20-4-2011,7.0,7.0,1.0,5.0,95.0,63.0,92.0,86.2,6.0,05:57,17.3,13:25,11.1,180,2.4,1018.4,1016.8,1015.9,1017.0,0.0,0.0,0.0,0.0,0.0
21-4-2011,7.0,8.0,8.0,7.7,89.0,82.0,91.0,87.8,8.0,02:40,15.5,14:39,11.9,0,17.8,1009.3,1006.1,1003.2,1006.2,0.0,23.4,16.6,0.0,40.0
22-4-2011,5.0,3.0,0.0,2.7,95.0,50.0,87.0,81.8,5.5,08:00,15.2,14:19,11.6,315,8.1,1015.6,1020.3,1024.3,1020.1,0.0,0.0,0.0,0.0,0.0
23-4-2011,0.0,0.0,0.0,0.0,93.0,51.0,80.0,79.2,4.6,08:03,17.8,15:36,9.9,180,5.1,1025.4,1022.3,1021.0,1022.9,0.0,0.0,0.0,0.0,0.0
24-4-2011,7.0,0.0,0.0,2.3,93.0,69.0,84.0,84.8,5.6,03:45,18.2,15:37,12.2,225,9.3,1021.1,1019.5,1020.4,1020.3,0.0,0.0,0.0,0.0,0.0
25-4-2011,0.0,0.0,0.0,0.0,90.0,47.0,89.0,79.0,7.6,08:50,22.0,14:06,13.7,180,5.1,1017.4,1013.8,1012.9,1014.7,0.0,0.0,0.0,0.0,0.0
26-4-2011,3.0,1.0,8.0,4.0,95.0,78.0,96.0,91.0,7.7,07:49,18.9,12:39,12.5,180,3.4,1014.7,1015.9,1017.5,1016.0,0.0,0.0,0.0,0.0,0.0
27-4-2011,8.0,2.0,8.0,6.0,95.0,68.0,94.0,88.0,11.0,08:11,18.3,14:05,13.2,225,6.3,1018.5,1019.3,1020.1,1019.3,0.0,0.2,2.4,0.4,3.0
